name,category,event_fit,address,zip,city,phone,email,website,contact_page
La Quinta Inn & Suites St Louis Route 66,Hotel / Hospitality,Gala,"1580 South Kirkwood Road, Sunset Hills, MO, 63127",63127,Sunset Hills,+1 314-717-0101,accessibility@wyndham.com,https://www.wyndhamhotels.com/laquinta/st-louis-missouri/la-quinta-inn-and-suites-st-louis-route-66/overview,https://www.wyndhamhotels.com/laquinta/contact-us
LongHorn Steakhouse,Restaurant / Catering,Both,"3642 South Lindbergh Boulevard, Sunset Hills, 63127",63127,Sunset Hills,,,,
Mellow Mushroom,Restaurant / Catering,Both,"3811 South Lindbergh Boulevard, Sunset Hills, 63127",63127,Sunset Hills,,,,
Mercy Technology Services - Sunset Hills,Technology / IT,Both,"3637 South Geyer Road, Sunset Hills, MO, 63127",63127,Sunset Hills,,,https://www.mercytechnology.net/,https://www.mercytechnology.net/about/
Midas,Auto Repair,Car Show,"10542 Watson Road, Sunset Hills, 63127",63127,Sunset Hills,+1-314-821-1168,,https://www.midas.com/stlouis/store.aspx?shopnum=2317&dmanum=760,https://www.midas.com/about-midas/contact-us
Phillips 66,Fuel / Convenience,Car Show,"10743 Watson Road, Sunset Hills, 63127",63127,Sunset Hills,,,https://www.phillips66gas.com/station/P66-UGAS-SUNSET-HLS-0000885150/,
Regions Bank,Bank / Credit Union,Gala,"10501 Watson Road, St. Louis, 63127",63127,Sunset Hills,+1-800-734-4667,,,
Sesame Chinese Restaurant,Restaurant / Catering,Both,"10500 Watson Road, Sunset Hills, 63127",63127,Sunset Hills,+1-314-821-5038,,,
Sunset Ford,Car Dealership,Car Show,"11700 Gravois Road, Sunset Hills, 63127",63127,Sunset Hills,,,https://www.sunsetautoco.com/,
Sunset Hills Subaru,Car Dealership,Car Show,"10100 Watson Road, Sappington, MO, 63127",63127,Sunset Hills,,,,
Tapawingo National Golf Club,Country Club / Golf,Gala,"13001 Gary Player Drive, Sunset Hills, MO, 63127",63127,Sunset Hills,+1 636 349 3100,kevin@tapawingogolf.com,https://www.tapawingogolf.com/,https://www.tapawingogolf.com/contact-us
Treppler's,Auto Repair,Car Show,"10425 Watson Road, Sunset Hills, 63127",63127,Sunset Hills,+1-314-821-8870,,https://www.automotiveservicestrepplerautobody.com/,
Walnut Grill,Restaurant / Catering,Both,"10797 Sunset Hills Plaza, Sunset Hills, 63127",63127,Sunset Hills,,,,
A.T.U,Auto Repair,Car Show,"2a Elisabeth-Selbert-Straße, Dietzenbach, 63128",63128,Sappington,+49 6074 2113649,,,
Ahorn Camp Frankfurt,Car Rental,Car Show,"26 Justus-von-Liebig-Straße, 63128",63128,Sappington,,,,
Alpha,Hotel / Hospitality,Gala,"15 Taunusstraße, Dietzenbach, 63128",63128,Sappington,+49 6074 692190,info@alpha-hotel-dietzenbach.de,https://www.alpha-hotel-dietzenbach.de/,
Alt-Dietzenbach,Restaurant / Catering,Both,"21 Marktstraße, Dietzenbach, 63128",63128,Sappington,+49 6074 822354,,,
Aral,Fuel / Convenience,Car Show,"4 Elisabeth-Selbert-Straße, Dietzenbach, 63128",63128,Sappington,+49 6074 8511300,demir.dural@tankstelle.de,https://tankstelle.aral.de/dietzenbach/elisabeth-selbert-strasse/12148700,
Artrium am Park,Hotel / Hospitality,Gala,"94 Waldstraße, Dietzenbach, 63128",63128,Sappington,+49 6074 918940,info@hotel-artrium.de,https://www.hotel-artrium.de/,
AWP Consult,Technology / IT,Both,"5 Gottlieb-Daimler-Straße, Dietzenbach, 63128",63128,Sappington,+49 6104 947380,info@awp-consult.de,https://www.awp-consult.de/,https://www.awp-consult.de/
Barmenia Versicherung,Insurance Agency,Both,"36 Offenbacher Straße, Dietzenbach, 63128",63128,Sappington,+49 178 7474185,cebrail.ceyran@barmenia.de,https://agentur.barmenia.de/cebrail_ceyran,https://agentur.barmenia.de/cebrail_ceyran
Bridgestone,Tire Shop,Car Show,"68a Waldstraße, Dietzenbach, 63128",63128,Sappington,+49 69 999918435,,http://www.bridgestone.eu/,
Cafe Galao,Bar / Pub,Both,"25a Hügelstraße, Dietzenbach, 63128",63128,Sappington,+49 6074 9147502,info@cafe-galao.de,https://www.galao.de/,
Cavalo Negro,Restaurant / Catering,Both,"79 Offenthaler Straße, Dietzenbach, 63128",63128,Sappington,+49 6074 47120,,,
Circle K,Fuel / Convenience,Car Show,"5253 Mattis Road, Saint Louis, MO, 63128",63128,Sappington,,,https://www.circlek.com/store-locator/US/st-louis/5253-mattis-rd/4701625,https://www.circlek.com/contact
Dickison Jewelry,Jeweler,Gala,"9930 Kennerly Road, Saint Louis, MO, 63128",63128,Sappington,+13148437000,,,
Esso,Fuel / Convenience,Car Show,"7 Hauptstraße, Dietzenbach, 63128",63128,Sappington,+49 6074 31124,,https://www.essofuelfinder.de/de-de/dietzenbach--esso-100150965,https://www.essofuelfinder.de/de-de/contact-details
Firestone,Auto Repair,Car Show,"12791 Old Tesson Ferry Road, Saint Louis, 63128",63128,Sappington,,,,
First Bank,Bank / Credit Union,Gala,"9916 Kennerly Road, Saint Louis, MO, 63128",63128,Sappington,,,,
Frank Leta Acura,Car Dealership,Car Show,"11777 Tesson Ferry Road, Saint Louis, MO, 63128",63128,Sappington,,,https://www.frankletaacura.com/,
Hertz,Car Rental,Car Show,"26 Justus-von-Liebig-Straße, Dietzenbach, 63128",63128,Sappington,+49 6074 2115920,,,
Hotel Mainstreet,Hotel / Hospitality,Gala,"35b Offenbacher Straße, Dietzenbach, 63128",63128,Sappington,+49 6074 481030,info@hotel-mainstreet.eu,http://www.hotel-mainstreet.eu/,
Hotel Sonnenhof,Hotel / Hospitality,Gala,"7 Otto-Hahn-Straße, Dietzenbach, 63128",63128,Sappington,+49 6074 4890,hotel@sonnenhof-dtz.de,https://www.sonnenhof-dtz.de/,
iuvat-vivere.de,Liquor / Wine,Both,"47 Limburger Straße, Dietzenbach, 63128",63128,Sappington,,info@iuvat-vivere.de,https://www.iuvat-vivere.de/,https://www.iuvat-vivere.de/
Jet,Fuel / Convenience,Car Show,"1 Elisabeth-Selbert-Straße, Dietzenbach, 63128",63128,Sappington,+49 6074 374740,mail.jet-tankstellen@p66.com,https://www.jet-tankstellen.de/tankstellen/dietzenbach/elisabeth-selbert-str-1,https://www.jet-tankstellen.de/tankstellen/dietzenbach/elisabeth-selbert-str-1
Kreishaus - Kantine,Restaurant / Catering,Both,"1 Werner-Hilpert-Straße, Dietzenbach, 63128",63128,Sappington,,,,
La Lanterna,Restaurant / Catering,Both,"26 Offenthaler Straße, Dietzenbach, 63128",63128,Sappington,+49 6074 31606,info@restaurant-la-lanterna.de,https://www.ristorante-la-lanterna.de/,
Ma Thai,Restaurant / Catering,Both,"9 Hauptstraße, Dietzenbach, 63128",63128,Sappington,+49 6074 7282806,info@ma-thai-food.de,https://ma-thai-food.de/,
MeinAuto.de Dietzenbach,Car Dealership,Car Show,"8 Voltastraße, Dietzenbach, 63128",63128,Sappington,,aku@meinauto-gebrauchtwagen.de,https://www.meinauto-gebrauchtwagen.de/dietzenbach-bei-frankfurt/,https://www.meinauto-gebrauchtwagen.de/dietzenbach-bei-frankfurt/
Musiklokal Zum Hügeleck,Restaurant / Catering,Both,"4 Rathenaustraße, Dietzenbach, 63128",63128,Sappington,+49 6074 26474,,,
O'Charley's,Restaurant / Catering,Both,"4130 Rusty Road, 63128",63128,Sappington,,,,
Petro Mart,Car Wash / Detail,Car Show,"4317 Butler Hill Road, Saint Louis, MO, 63128",63128,Sappington,,,,
Phillips 66,Fuel / Convenience,Car Show,"13500 Tesson Ferry Road, 63128",63128,Sappington,,,https://www.phillips66gas.com/station/P66-TESSON-0000899623/,
Pizza Hut,Restaurant / Catering,Both,"11802 Tesson Ferry Road, Saint Louis, MO, 63128",63128,Sappington,+1 314-842-1111,,https://locations.pizzahut.com/mo/saint-louis/11802-tesson-ferry-rd,https://www.pizzahut.com/contact-us
Pizzeria La Luna,Restaurant / Catering,Both,"2 Limesstraße, Dietzenbach, 63128",63128,Sappington,,,http://www.pizzerialaluna.de/,http://www.pizzerialaluna.de/
QuikTrip,Fuel / Convenience,Car Show,"13099 Tesson Ferry Road, St. Louis, MO, 63128",63128,Sappington,,,,
Regions Bank,Bank / Credit Union,Gala,"4339 Butler Hill Road, Saint Louis, MO, 63128",63128,Sappington,,,,
Richard J. Keyes,Law Firm,Gala,"12300 Old Tesson Road, St. Louis, MO, 63128",63128,Sappington,+1-314-843-7633,,https://probatelawcenterpc.com,
Ristorante Panorama,Restaurant / Catering,Both,"5 Jungfernwingertstraße, Dietzenbach, 63128",63128,Sappington,+49 6074 9193120,,http://www.RistorantePanorama.de,http://www.RistorantePanorama.de
SG Dietzenbach,Restaurant / Catering,Both,"51 Offenthaler Straße, Dietzenbach, 63128",63128,Sappington,+49 6074 3888,info@sg-dietzenbach.de,https://www.sg-dietzenbach.de/index.php?id=33,https://www.sg-dietzenbach.de/index.php?id=33
Shogun,Restaurant / Catering,Both,"10550 Baptist Church Road, 63128",63128,Sappington,,,,
Stadtliebe,Restaurant / Catering,Both,"8 Am Stadtbrunnen, Dietzenbach, 63128",63128,Sappington,+49 6074 8459130,hallo@stadtliebe.bar,https://www.stadtliebe.bar,https://www.stadtliebe.bar
Steinberger Hof,Hotel / Hospitality,Gala,"2 Gottlieb-Daimler-Straße, Dietzenbach, 63128",63128,Sappington,+49 6074 805900,info@hotel-steinbergerhof.de,https://www.hotel-steinbergerhof.de/,https://www.hotel-steinbergerhof.de/
Sunny China,Restaurant / Catering,Both,"9934 Kennerly Road, Saint Louis, MO, 63128",63128,Sappington,+13148421112,,http://sunnychinamo.com/,
Weimer GmbH Gartengeräte,Car Dealership,Car Show,"1 Hans-Böckler-Straße, Dietzenbach, 63128",63128,Sappington,,,,
Zip's Car Wash,Car Wash / Detail,Car Show,"12864 Tesson Ferry Road, 63128",63128,Sappington,,,,
Zur Linde,Restaurant / Catering,Both,"71 Darmstädter Straße, Dietzenbach, 63128",63128,Sappington,,info@restaurant-zur-linde.de,https://restaurant-zur-linde.de,https://restaurant-zur-linde.de
A1 Wine & Spirit,Liquor / Wine,Both,"4334 Telegraph Road, 63129",63129,Oakville,,,,
Ashley HomeStore,Furniture & Home,Gala,"4432 Lemay Ferry Road, Saint Louis, MO, 63129",63129,Oakville,+1 314-815-3300,,https://stores.ashleyfurniture.com/store/us/missouri/st-louis/7710000229/,https://stores.ashleyfurniture.com/store/us/missouri/st-louis/7710000229/
AutoZone,Auto Parts,Car Show,"4561 Telegraph Road, 63129",63129,Oakville,,,https://www.autozone.com/locations/mo/saint-louis/4561-telegraph-rd.html,
Bank of America,Bank / Credit Union,Gala,"4495 Lemay Ferry Road, 63129",63129,Oakville,,monika.rana@ml.com,https://locators.bankofamerica.com/mo/saintlouis/financial-centers-saint-louis-8816.html,https://www.bankofamerica.com/customer-service/contact-us/
Best Western St. Louis Inn,Hotel / Hospitality,Gala,"6224 Heimos Industrial Park Drive, Saint Louis, MO, 63129",63129,Oakville,+1 314-416-7639,,https://www.bestwestern.com/en_US/book/hotels-in-saint-louis/best-western-st-louis-inn/propertyCode.26163.html,
Buffalo Wild Wings,Restaurant / Catering,Both,"570 South County Center Way, 63129",63129,Oakville,,,,
China King,Restaurant / Catering,Both,"6051 Telegraph Road, 63129",63129,Oakville,,,,
Chuck E. Cheese,Restaurant / Catering,Both,"720 South County Center Way, 63129",63129,Oakville,,guestrelations@cecentertainment.com,https://locations.chuckecheese.com/us/mo/st-louis/720-south-county-centerway,https://www.chuckecheese.com/st-louis-mo/contact-us/
Dobbs Tire & Auto Center,Auto Repair,Car Show,"5635 Telegraph Road, Saint Louis, MO, 63129",63129,Oakville,+1 314-846-4155,,,
Edward Jones,Financial / Wealth Mgmt,Gala,"6029 Telegraph Road, 63129",63129,Oakville,,,,
Firestone Complete Auto Care,Auto Repair,Car Show,"5521 Telegraph Road, 63129",63129,Oakville,,,,
First Community Credit Union,Bank / Credit Union,Gala,"4527 Telegraph Road, 63129",63129,Oakville,,,,
First Watch,Restaurant / Catering,Both,"5646 Telegraph Road, 63129",63129,Oakville,,,,
Hampton Inn & Suites,Hotel / Hospitality,Gala,"4200 Midamerica Lane, Saint Louis, MO, 63129",63129,Oakville,+1 314-894-1900,,https://www.hilton.com/en/hotels/stlbhhx-hampton-suites-st-louis-south-i-55/,
Holiday Inn Express & Suites St. Louis South - I-55,Hotel / Hospitality,Gala,"4250 Midamerica Lane, Saint Louis, MO, 63129",63129,Oakville,+1 314-894-0700,stlml@midamcorp.com,https://www.ihg.com/holidayinnexpress/hotels/us/en/mehlville/stlml/hoteldetail,https://www.ihg.com/hotels/us/en/customer-care/contact-us
IHOP,Restaurant / Catering,Both,"4103 Lemay Ferry Road, 63129",63129,Oakville,,,,
Las Fuentes,Restaurant / Catering,Both,"6025 Telegraph Road, 63129",63129,Oakville,,,,
Midwest BankCentre,Bank / Credit Union,Gala,"5575 Telegraph Road, 63129",63129,Oakville,,,,
National Tire and Battery,Auto Repair,Car Show,"700 South County Center Way, 63129",63129,Oakville,,,,
Nubby’s BBQ,Restaurant / Catering,Both,"6039 Telegraph Road, 63129",63129,Oakville,,,,
Phillips 66,Fuel / Convenience,Car Show,"4205 Butler Hill Road, Saint Louis, MO, 63129",63129,Oakville,,,https://www.phillips66gas.com/station/P66-PETROMART-26-0000908220/,
Regions Bank,Bank / Credit Union,Gala,"5505 Telegraph Road, St. Louis, MO, 63129",63129,Oakville,,,,
U.S. Bank,Bank / Credit Union,Gala,"110 South County Center Way, 63129",63129,Oakville,,,,
BBVA Bancomer,Bank / Credit Union,Gala,"Avenida de los Insurgentes Poniente, Tepic, 63130",63130,University City,,,,
Blueberry Hill,Bar / Pub,Both,"6504 Delmar Boulevard, University City, MO, 63130",63130,University City,,,https://www.blueberryhill.com/,https://blueberryhill.com/contact-us/
BP,Fuel / Convenience,Car Show,"6700 Olive Boulevard, Saint Louis, MO, 63130",63130,University City,,,https://map.bp.com/en-US/US/gas-station/university-city/bp/00517676667006313000100000000000,https://map.bp.com/en-US/US/gas-station/university-city/bp/00517676667006313000100000000000
Brew Bites,Restaurant / Catering,Both,"6662 B Delmar Boulevard, 63130",63130,University City,+1 314-499-7000,,https://brewbites.food/,
Chicago Fish Chicken Grill,Restaurant / Catering,Both,"6707 Vernon Avenue, 63130",63130,University City,,,https://www.chicagofishchickenucity.com/,https://www.chicagofishchickenucity.com/
ChiliSpot,Restaurant / Catering,Both,"7930 Olive Boulevard, University City, MO, 63130",63130,University City,,,,
China King,Restaurant / Catering,Both,"7848 Olive Boulevard, University City, MO, 63130",63130,University City,+1 314-725-6888,,,
Comfort Architecture,Professional Services,Gala,"7346 Westmoreland Drive, University City, 63130",63130,University City,+1 314-721-1020,user@domain.com,https://www.comfortarchitecture.com/,https://www.comfortarchitecture.com/contact
Corner 17,Restaurant / Catering,Both,"6623 Delmar Boulevard, University City, MO, 63130",63130,University City,+1-314-727-2402,,https://corner17usa.com/,https://corner17usa.com/#about
Dewey's Pizza,Restaurant / Catering,Both,"559 North and South Road, University City, MO, 63130",63130,University City,+1 314-726-3434,,https://deweyspizza.com/location/u-city/,https://deweyspizza.com/contact/
Double Sword Ramen&Udon,Restaurant / Catering,Both,"8111 Olive Boulevard, University City, MO, 63130",63130,University City,,,,
El Maguey Mexican Restaurant,Restaurant / Catering,Both,"6333 Delmar Boulevard, University City, MO, 63130",63130,University City,,,,
Eldercare Law Practice,Law Firm,Gala,"7171 Delmar Boulevard, University City, MO, 63130",63130,University City,+1-314-932-5573,,https://yourelderlawyers.com/,https://yourelderlawyers.com/contact/
Elmo's Love Lounge,Bar / Pub,Both,"7828 Olive Boulevard, University City, MO, 63130",63130,University City,,,,
Fitz's,Restaurant / Catering,Both,"6605 Delmar Boulevard, 63130",63130,University City,+1 314-726-9555,,https://fitzsrootbeer.com/delmar-loop/,https://fitzsrootbeer.com/contact-us
Gyro Grill,Restaurant / Catering,Both,"6227 Delmar Boulevard, 63130",63130,University City,+1 314-899-9437,,https://www.gyrogrillmo.com/,
Hatchet Haus 2.0 Bar & Grill,Restaurant / Catering,Both,"6662 C, 63130",63130,University City,+1-636-206-4937,hi@hatchethausaxethrowing.com,https://www.hatchethausaxethrowing.com/,
HKM Employment Attorneys LLP,Law Firm,Gala,"7382 Pershing Avenue, Saint Louis, MO, 63130",63130,University City,+1-314-391-9558,,https://hkm.com/stlouis,https://hkm.com/stlouis/contact/
Honda,Car Dealership,Car Show,"492 Avenida Insurgentes, Tepic, 63130",63130,University City,+52 800-5274663,,,
International Tap House,Bar / Pub,Both,"6217 Delmar Boulevard, 63130",63130,University City,,beer@internationaltaphouse.com,https://www.internationaltaphouse.com/delmar,https://www.internationaltaphouse.com/about
Jiffy Lube,Auto Repair,Car Show,"7500 Delmar Boulevard, 63130",63130,University City,,,,
Kimchi Guys,Restaurant / Catering,Both,"282 North Skinker Boulevard, Saint Louis, MO, 63130",63130,University City,,feedback@sohospitalitygroup.com,https://www.kimchiguys.com/,https://www.kimchiguys.com/about-3
Kuortane-Golf,Country Club / Golf,Gala,"89 Vierteentie, Mäyry, 63130",63130,University City,,,,
Mi Ranchito,Restaurant / Catering,Both,"887 Kingsland Avenue, 63130",63130,University City,+1 314-863-1880,miranchito2005@yahoo.com,https://www.mi-ranchito-stl.com/,https://www.spothopperapp.com/contact-us?contact_reason=demo
Miller Brothers Auto Service,Auto Repair,Car Show,"7170 Vernon Avenue, University City, MO, 63130",63130,University City,,,https://www.millerbrothersautoservice.com/,https://www.millerbrothersautoservice.com/Home/ContactUs
Nami Ramen,Restaurant / Catering,Both,"278 North Skinker Boulevard, Saint Louis, MO, 63130",63130,University City,,,,
Neste Kuortane Mäyry,Fuel / Convenience,Car Show,"10 Seinäjoentie, Kuortane, 63130",63130,University City,020 755 8730,vesa.jaskari@nestekuortane.fi,https://www.neste.fi/asema/neste-kuortane-mayry,
Poke Doke,Restaurant / Catering,Both,"6316 Delmar Boulevard, 63130",63130,University City,,,https://www.pokedokestl.com/,
Ravintola Kuharanta,Restaurant / Catering,Both,"89 Vierteentie, Mäyry, 63130",63130,University City,,,,
Regions Bank,Bank / Credit Union,Gala,"Delmar Boulevard, 63130",63130,University City,,,,
Sakatanoya,Restaurant / Catering,Both,"6683 Delmar Boulevard, 63130",63130,University City,+1-331-314-4157,sakatanoya@gmail.com,https://www.sakatanoya.com/,
Salt + Smoke,Restaurant / Catering,Both,"6525 Delmar Boulevard, 63130",63130,University City,+1 314-727-0200,info@saltandsmokestl.com,https://www.saltandsmokebbq.com/location/delmar/,
Seoul Taco,Restaurant / Catering,Both,"6665 Delmar Boulevard, 63130",63130,University City,+1 314-863-1148,info@seoultaco.com,https://www.seoultaco.com/delmar-loop,
Session Taco,Restaurant / Catering,Both,"6235 Delmar Boulevard, 63130",63130,University City,+1 314-932-5430,info@missiontacojoint.com,https://www.sessiontaco.com/locations/delmar-loop,
Soup Dumpling STL,Restaurant / Catering,Both,"8110 Olive Boulevard, 63130",63130,University City,+1 314-445-4605,,,
Sumo,Restaurant / Catering,Both,"6314 Delmar Boulevard, University City, MO, 63130",63130,University City,,,https://www.sumostl.com/,https://www.sumostl.com/
Taste of India,Restaurant / Catering,Both,"608 Eastgate Avenue, 63130",63130,University City,+1 314-833-4055,,https://www.tasteofindiastl.com/,https://www.tasteofindiastl.com/
Thai Country Cafe,Restaurant / Catering,Both,"6223 Delmar Boulevard, 63130",63130,University City,+1 314-862-0787,,,
Thai Gaiyang Cafe,Restaurant / Catering,Both,"6248 Delmar Boulevard, Saint Louis, 63130",63130,University City,+1 314-862-4400,,https://www.patsthairstaurants.com,
The Passport,Bar / Pub,Both,"6275 Delmar Boulevard, 63130",63130,University City,,info@pourdecisionsstl.com,https://pourdecisionsstl.com/,https://pourdecisionsstl.com/about-the-passport
Three Kings Public House,Bar / Pub,Both,"6307 Delmar Boulevard, University City, MO, 63130",63130,University City,,,,
Tire Zone,Tire Shop,Car Show,"8107 Page Avenue, St Louis, MO, 63130",63130,University City,+1-314-736-4770,,http://tirezonestlouis.com,
